12,Tornillo,,6,1.4001,M6x35,ISO 4762 M6-35
11,Arandela,,6,1.4001,M6,ISO 7089 M6
10,Inserto roscado,,6,CuSn6,M6x2.5d,HELICOIL plus
9,Inserto pasante Plug,,6,CRES Steel,M6,P161F25-0NF
8,Inserto pasante Sleeve,,6,CRES Steel,M6,S161F25-12NF
6,Bandeja Sandwich,DG2425-TIV03-001-006,1,IM7/G8552 + 5052 9.20,220x400x19,
3,Estructura,DG2425-TIV03-001-003,2,EN-AW 2024,80.83x220x54,
Marca,Denominación,N.º de Plano,"N.º de
 Piezas",Material,Dimensiones,Observaciones
